# t_unix,market,bid,bid_size,ask,ask_size
1786861061.576,sol-updown-4h-1786852800,0.09,128,0.1,11
1786861061.741,sol-updown-4h-1786852800-no,0.9,11,0.91,128
1786861062.228,xrp-updown-4h-1786852800,0.17,190,0.18,51
1786861062.387,xrp-updown-4h-1786852800-no,0.82,51,0.83,190
1786861062.549,bitcoin-up-or-down-august-16-2026-2am-et,0.3,25,0.31,237
1786861062.709,bitcoin-up-or-down-august-16-2026-2am-et-no,0.69,237,0.7,25
1786861063.601,btc-updown-4h-1786852800,0.15,490,0.17,6
1786861063.757,btc-updown-4h-1786852800-no,0.83,6,0.85,490
1786861063.915,eth-updown-4h-1786852800,0.07,50,0.12,342
1786861064.077,eth-updown-4h-1786852800-no,0.88,342,0.93,50
1786861064.260,sol-updown-15m-1786876200,0.5,1,0.51,85.53
1786861064.422,sol-updown-15m-1786876200-no,0.49,85.53,0.5,1
1786861064.581,sol-updown-4h-1786852800,0.09,128,0.1,11
1786861064.760,sol-updown-4h-1786852800-no,0.9,11,0.91,128
1786861065.261,xrp-updown-4h-1786852800,0.17,190,0.18,51
1786861065.422,xrp-updown-4h-1786852800-no,0.82,51,0.83,190
1786861065.580,bitcoin-up-or-down-august-16-2026-2am-et,0.3,25,0.31,237
1786861065.739,bitcoin-up-or-down-august-16-2026-2am-et-no,0.69,222,0.7,25
1786861066.572,btc-updown-4h-1786852800,0.15,490,0.17,6
1786861066.831,btc-updown-4h-1786852800-no,0.83,6,0.85,490
1786861067.302,eth-updown-4h-1786852800,0.07,61,0.12,342
1786861067.916,eth-updown-4h-1786852800-no,0.88,342,0.93,61
1786861068.084,sol-updown-15m-1786876200,0.5,1,0.51,85.53
1786861068.245,sol-updown-15m-1786876200-no,0.49,85.53,0.5,1
1786861068.421,sol-updown-4h-1786852800,0.09,128,0.1,11
1786861068.588,sol-updown-4h-1786852800-no,0.9,11,0.91,128
1786861069.057,xrp-updown-4h-1786852800,0.17,6,0.18,51
1786861069.215,xrp-updown-4h-1786852800-no,0.82,51,0.83,6
1786861069.374,bitcoin-up-or-down-august-16-2026-2am-et,0.3,25,0.31,237
1786861069.545,bitcoin-up-or-down-august-16-2026-2am-et-no,0.69,237,0.7,25
1786861070.212,btc-updown-4h-1786852800,0.15,490,0.17,6
1786861070.371,btc-updown-4h-1786852800-no,0.83,6,0.85,490
1786861070.542,eth-updown-4h-1786852800,0.07,61,0.12,342
1786861070.710,eth-updown-4h-1786852800-no,0.88,342,0.93,61
1786861070.868,sol-updown-15m-1786876200,0.5,1,0.51,85.53
1786861071.029,sol-updown-15m-1786876200-no,0.49,85.53,0.5,1
1786861071.190,sol-updown-4h-1786852800,0.09,128,0.1,11
1786861071.356,sol-updown-4h-1786852800-no,0.9,11,0.91,128
1786861071.853,xrp-updown-4h-1786852800,0.16,234,0.18,57
1786861072.082,xrp-updown-4h-1786852800-no,0.82,57,0.84,234
1786861072.256,bitcoin-up-or-down-august-16-2026-2am-et,0.3,25,0.31,237
1786861072.419,bitcoin-up-or-down-august-16-2026-2am-et-no,0.69,552,0.7,25
1786861073.212,btc-updown-4h-1786852800,0.15,490,0.17,6
1786861073.398,btc-updown-4h-1786852800-no,0.83,6,0.85,490
1786861073.561,eth-updown-4h-1786852800,0.07,61,0.12,342
1786861073.742,eth-updown-4h-1786852800-no,0.88,342,0.93,61
1786861073.933,sol-updown-15m-1786876200,0.5,1,0.51,85.53
1786861074.099,sol-updown-15m-1786876200-no,0.49,85.53,0.5,1
1786861074.260,sol-updown-4h-1786852800,0.09,128,0.1,11
1786861074.421,sol-updown-4h-1786852800-no,0.9,11,0.91,128
1786861074.935,xrp-updown-4h-1786852800,0.16,234,0.18,57
1786861075.090,xrp-updown-4h-1786852800-no,0.82,57,0.84,234
1786861075.255,bitcoin-up-or-down-august-16-2026-2am-et,0.3,25,0.31,552
1786861075.422,bitcoin-up-or-down-august-16-2026-2am-et-no,0.69,552,0.7,25
1786861076.212,btc-updown-4h-1786852800,0.15,490,0.17,6
1786861076.375,btc-updown-4h-1786852800-no,0.83,6,0.85,490
1786861076.534,eth-updown-4h-1786852800,0.07,41,0.11,302
1786861076.702,eth-updown-4h-1786852800-no,0.89,302,0.93,41
1786861076.892,sol-updown-15m-1786876200,0.5,1,0.51,85.53
1786861077.052,sol-updown-15m-1786876200-no,0.49,85.53,0.5,1
1786861077.238,sol-updown-4h-1786852800,0.09,128,0.1,11
1786861077.399,sol-updown-4h-1786852800-no,0.9,11,0.91,128
1786861077.895,xrp-updown-4h-1786852800,0.17,6,0.18,7
1786861078.056,xrp-updown-4h-1786852800-no,0.82,7,0.83,6
1786861078.217,bitcoin-up-or-down-august-16-2026-2am-et,0.3,70.8,0.31,59
1786861078.383,bitcoin-up-or-down-august-16-2026-2am-et-no,0.69,59,0.7,70.8
1786861079.225,btc-updown-4h-1786852800,0.15,490,0.17,6
1786861079.498,btc-updown-4h-1786852800-no,0.83,6,0.85,490
1786861079.697,eth-updown-4h-1786852800,0.07,30,0.11,302
1786861079.861,eth-updown-4h-1786852800-no,0.89,302,0.93,10
1786861080.026,sol-updown-15m-1786876200,0.5,1,0.51,85.53
1786861080.208,sol-updown-15m-1786876200-no,0.49,85.53,0.5,1
1786861080.370,sol-updown-4h-1786852800,0.09,128,0.1,11
1786861080.565,sol-updown-4h-1786852800-no,0.9,11,0.91,128
1786861081.061,xrp-updown-4h-1786852800,0.17,6,0.18,57
1786861081.315,xrp-updown-4h-1786852800-no,0.82,57,0.83,6
1786861081.475,bitcoin-up-or-down-august-16-2026-2am-et,0.3,70.8,0.31,77.32
1786861081.704,bitcoin-up-or-down-august-16-2026-2am-et-no,0.69,67,0.7,25
1786861082.509,btc-updown-4h-1786852800,0.15,490,0.17,6
1786861082.692,btc-updown-4h-1786852800-no,0.83,6,0.85,490
1786861082.870,eth-updown-4h-1786852800,0.07,30,0.11,302
1786861083.044,eth-updown-4h-1786852800-no,0.89,302,0.93,30
1786861083.220,sol-updown-15m-1786876200,0.5,1,0.51,85.53
1786861083.398,sol-updown-15m-1786876200-no,0.49,85.53,0.5,1
1786861083.558,sol-updown-4h-1786852800,0.09,128,0.1,11
1786861083.734,sol-updown-4h-1786852800-no,0.9,11,0.91,128
1786861084.284,xrp-updown-4h-1786852800,0.17,6,0.18,57
1786861084.445,xrp-updown-4h-1786852800-no,0.82,57,0.83,6
1786861084.622,bitcoin-up-or-down-august-16-2026-2am-et,0.3,25,0.31,237
1786861084.796,bitcoin-up-or-down-august-16-2026-2am-et-no,0.69,237,0.7,25
1786861085.485,btc-updown-4h-1786852800,0.15,490,0.17,6
1786861085.671,btc-updown-4h-1786852800-no,0.83,6,0.85,490
1786861085.842,eth-updown-4h-1786852800,0.07,10,0.11,302
1786861086.018,eth-updown-4h-1786852800-no,0.89,302,0.93,30
1786861086.184,sol-updown-15m-1786876200,0.5,1,0.51,85.53
1786861086.614,sol-updown-15m-1786876200-no,0.49,85.53,0.5,1
1786861086.792,sol-updown-4h-1786852800,0.09,128,0.1,11
1786861086.960,sol-updown-4h-1786852800-no,0.9,11,0.91,128
1786861087.448,xrp-updown-4h-1786852800,0.16,234,0.18,7
1786861087.613,xrp-updown-4h-1786852800-no,0.82,7,0.84,234
1786861087.822,bitcoin-up-or-down-august-16-2026-2am-et,0.3,25,0.31,532.64
1786861088.009,bitcoin-up-or-down-august-16-2026-2am-et-no,0.69,532.64,0.7,25
1786861089.314,btc-updown-4h-1786852800,0.15,490,0.17,6
1786861089.500,btc-updown-4h-1786852800-no,0.83,6,0.85,490
1786861089.660,eth-updown-4h-1786852800,0.07,30,0.11,302
1786861089.825,eth-updown-4h-1786852800-no,0.89,302,0.93,30
1786861089.996,sol-updown-15m-1786876200,0.5,1,0.51,85.53
1786861090.217,sol-updown-15m-1786876200-no,0.49,85.53,0.5,1
1786861090.402,sol-updown-4h-1786852800,0.09,128,0.1,11
1786861090.586,sol-updown-4h-1786852800-no,0.9,11,0.91,128
1786861091.149,xrp-updown-4h-1786852800,0.16,234,0.18,57
1786861091.332,xrp-updown-4h-1786852800-no,0.82,57,0.84,234
1786861091.506,bitcoin-up-or-down-august-16-2026-2am-et,0.3,35,0.31,548.64
1786861091.666,bitcoin-up-or-down-august-16-2026-2am-et-no,0.69,548.64,0.7,35
1786861092.376,btc-updown-4h-1786852800,0.15,490,0.17,6
1786861092.548,btc-updown-4h-1786852800-no,0.83,6,0.85,490
1786861092.704,eth-updown-4h-1786852800,0.07,30,0.11,302
1786861092.875,eth-updown-4h-1786852800-no,0.89,302,0.93,30
1786861093.045,sol-updown-15m-1786876200,0.5,1,0.51,85.53
1786861093.215,sol-updown-15m-1786876200-no,0.49,85.53,0.5,1
1786861093.378,sol-updown-4h-1786852800,0.09,128,0.1,11
1786861093.547,sol-updown-4h-1786852800-no,0.9,11,0.91,128
1786861094.030,xrp-updown-4h-1786852800,0.17,6,0.18,51
1786861094.205,xrp-updown-4h-1786852800-no,0.82,51,0.83,6
1786861094.367,bitcoin-up-or-down-august-16-2026-2am-et,0.3,437.69,0.31,20
1786861094.531,bitcoin-up-or-down-august-16-2026-2am-et-no,0.69,20,0.7,437.69
1786861095.388,btc-updown-4h-1786852800,0.15,490,0.17,6
1786861095.555,btc-updown-4h-1786852800-no,0.83,6,0.85,490
1786861095.712,eth-updown-4h-1786852800,0.07,30,0.11,302
1786861095.875,eth-updown-4h-1786852800-no,0.89,302,0.93,30
1786861096.042,sol-updown-15m-1786876200,0.5,1,0.51,85.53
1786861096.201,sol-updown-15m-1786876200-no,0.49,85.53,0.5,1
1786861096.369,sol-updown-4h-1786852800,0.09,128,0.1,11
1786861096.530,sol-updown-4h-1786852800-no,0.9,11,0.91,128
1786861097.027,xrp-updown-4h-1786852800,0.16,234,0.18,7
1786861097.190,xrp-updown-4h-1786852800-no,0.82,7,0.84,234
1786861097.348,bitcoin-up-or-down-august-16-2026-2am-et,0.31,391.69,0.32,95
1786861097.515,bitcoin-up-or-down-august-16-2026-2am-et-no,0.66,220,0.69,365
1786861098.538,btc-updown-4h-1786852800,0.15,470,0.17,6
1786861098.701,btc-updown-4h-1786852800-no,0.83,6,0.85,470
1786861098.906,eth-updown-4h-1786852800,0.07,30,0.11,302
1786861099.071,eth-updown-4h-1786852800-no,0.89,302,0.93,30
1786861099.236,sol-updown-15m-1786876200,0.5,1,0.51,85.53
1786861099.402,sol-updown-15m-1786876200-no,0.49,85.53,0.5,1
1786861099.561,sol-updown-4h-1786852800,0.09,128,0.1,5
1786861099.729,sol-updown-4h-1786852800-no,0.9,5,0.91,128
1786861100.205,xrp-updown-4h-1786852800,0.17,6,0.18,57
1786861100.368,xrp-updown-4h-1786852800-no,0.82,57,0.83,6
1786861100.525,bitcoin-up-or-down-august-16-2026-2am-et,0.33,330,0.34,288
1786861100.701,bitcoin-up-or-down-august-16-2026-2am-et-no,0.66,288,0.67,330
1786861101.514,btc-updown-4h-1786852800,0.15,470,0.17,6
1786861101.691,btc-updown-4h-1786852800-no,0.83,6,0.85,470
1786861101.891,eth-updown-4h-1786852800,0.07,30,0.11,302
1786861102.052,eth-updown-4h-1786852800-no,0.89,302,0.93,30
1786861102.211,sol-updown-15m-1786876200,0.5,1,0.51,85.53
1786861102.394,sol-updown-15m-1786876200-no,0.49,85.53,0.5,1
1786861102.567,sol-updown-4h-1786852800,0.09,128,0.1,5
1786861102.724,sol-updown-4h-1786852800-no,0.9,5,0.91,128
1786861103.235,xrp-updown-4h-1786852800,0.16,234,0.18,57
1786861103.409,xrp-updown-4h-1786852800-no,0.82,57,0.84,234
1786861103.577,bitcoin-up-or-down-august-16-2026-2am-et,0.34,320,0.35,178
1786861103.761,bitcoin-up-or-down-august-16-2026-2am-et-no,0.65,178,0.66,320
1786861104.457,btc-updown-4h-1786852800,0.15,470,0.17,6
1786861104.631,btc-updown-4h-1786852800-no,0.83,6,0.85,470
1786861104.794,eth-updown-4h-1786852800,0.07,30,0.11,302
1786861104.966,eth-updown-4h-1786852800-no,0.89,302,0.93,30
1786861105.128,sol-updown-15m-1786876200,0.5,1,0.51,85.53
1786861105.295,sol-updown-15m-1786876200-no,0.49,85.53,0.5,1
1786861105.462,sol-updown-4h-1786852800,0.09,128,0.1,5
1786861105.650,sol-updown-4h-1786852800-no,0.9,5,0.91,128
1786861106.130,xrp-updown-4h-1786852800,0.16,234,0.18,57
1786861106.326,xrp-updown-4h-1786852800-no,0.82,57,0.84,234
1786861106.483,bitcoin-up-or-down-august-16-2026-2am-et,0.34,336,0.35,178
1786861106.650,bitcoin-up-or-down-august-16-2026-2am-et-no,0.65,178,0.66,336
1786861107.451,btc-updown-4h-1786852800,0.15,470,0.18,6
1786861107.612,btc-updown-4h-1786852800-no,0.82,6,0.85,470
1786861107.792,eth-updown-4h-1786852800,0.07,30,0.11,302
1786861108.002,eth-updown-4h-1786852800-no,0.89,302,0.93,30
1786861108.171,sol-updown-15m-1786876200,0.5,1,0.51,85.53
1786861108.326,sol-updown-15m-1786876200-no,0.49,85.53,0.5,1
1786861108.515,sol-updown-4h-1786852800,0.09,128,0.1,5
1786861108.680,sol-updown-4h-1786852800-no,0.9,5,0.91,128
1786861109.154,xrp-updown-4h-1786852800,0.17,6,0.18,7
1786861109.325,xrp-updown-4h-1786852800-no,0.82,57,0.83,6
1786861109.485,bitcoin-up-or-down-august-16-2026-2am-et,0.37,191.69,0.38,40
1786861109.657,bitcoin-up-or-down-august-16-2026-2am-et-no,0.6,66,0.61,122.69
1786861110.461,btc-updown-4h-1786852800,0.18,6,0.19,5
1786861110.622,btc-updown-4h-1786852800-no,0.81,5,0.82,426
1786861110.790,eth-updown-4h-1786852800,0.08,10,0.11,282
1786861110.949,eth-updown-4h-1786852800-no,0.89,282,0.92,10
1786861111.110,sol-updown-15m-1786876200,0.5,1,0.51,85.53
1786861111.268,sol-updown-15m-1786876200-no,0.49,85.53,0.5,1
1786861111.427,sol-updown-4h-1786852800,0.09,128,0.1,5
1786861111.601,sol-updown-4h-1786852800-no,0.9,5,0.91,128
1786861112.094,xrp-updown-4h-1786852800,0.17,6,0.18,51
1786861112.298,xrp-updown-4h-1786852800-no,0.82,51,0.83,6
1786861112.470,bitcoin-up-or-down-august-16-2026-2am-et,0.39,93.69,0.4,28
1786861112.625,bitcoin-up-or-down-august-16-2026-2am-et-no,0.6,70,0.61,63.69
1786861113.467,btc-updown-4h-1786852800,0.18,426,0.19,11
1786861113.636,btc-updown-4h-1786852800-no,0.81,11,0.82,426
1786861113.789,eth-updown-4h-1786852800,0.08,10,0.11,282
1786861113.949,eth-updown-4h-1786852800-no,0.89,282,0.92,10
1786861114.105,sol-updown-15m-1786876200,0.5,1,0.51,85.53
1786861114.274,sol-updown-15m-1786876200-no,0.49,85.53,0.5,1
1786861114.439,sol-updown-4h-1786852800,0.09,128,0.1,5
1786861114.604,sol-updown-4h-1786852800-no,0.9,5,0.91,128
1786861115.148,xrp-updown-4h-1786852800,0.16,234,0.18,57
1786861115.310,xrp-updown-4h-1786852800-no,0.82,57,0.84,234
1786861115.484,bitcoin-up-or-down-august-16-2026-2am-et,0.39,364,0.4,215
1786861115.643,bitcoin-up-or-down-august-16-2026-2am-et-no,0.6,215,0.61,364
1786861116.488,btc-updown-4h-1786852800,0.18,426,0.19,5
1786861116.654,btc-updown-4h-1786852800-no,0.81,5,0.82,426
1786861116.817,eth-updown-4h-1786852800,0.08,10,0.11,282
1786861117.035,eth-updown-4h-1786852800-no,0.89,282,0.92,10
1786861117.242,sol-updown-15m-1786876200,0.5,1,0.51,85.53
1786861117.454,sol-updown-15m-1786876200-no,0.49,85.53,0.5,1
1786861117.619,sol-updown-4h-1786852800,0.09,128,0.1,5
1786861117.797,sol-updown-4h-1786852800-no,0.9,5,0.91,128
1786861118.301,xrp-updown-4h-1786852800,0.17,6,0.18,7
1786861118.482,xrp-updown-4h-1786852800-no,0.82,57,0.83,6
1786861118.651,bitcoin-up-or-down-august-16-2026-2am-et,0.39,588,0.4,187
1786861118.813,bitcoin-up-or-down-august-16-2026-2am-et-no,0.6,187,0.61,513
1786861119.486,btc-updown-4h-1786852800,0.18,426,0.19,5
1786861119.651,btc-updown-4h-1786852800-no,0.81,5,0.82,426
1786861119.813,eth-updown-4h-1786852800,0.08,10,0.11,282
1786861119.985,eth-updown-4h-1786852800-no,0.89,282,0.92,10
1786861120.146,sol-updown-15m-1786876200,0.5,1,0.51,85.53
1786861120.319,sol-updown-15m-1786876200-no,0.49,85.53,0.5,1
1786861120.481,sol-updown-4h-1786852800,0.09,128,0.1,5
1786861120.659,sol-updown-4h-1786852800-no,0.9,5,0.91,128
1786861121.211,xrp-updown-4h-1786852800,0.16,234,0.18,57
1786861121.504,xrp-updown-4h-1786852800-no,0.82,57,0.84,234
1786861121.709,bitcoin-up-or-down-august-16-2026-2am-et,0.4,493,0.41,187
1786861121.949,bitcoin-up-or-down-august-16-2026-2am-et-no,0.59,187,0.6,493
1786861122.819,btc-updown-4h-1786852800,0.18,426,0.19,5
1786861123.007,btc-updown-4h-1786852800-no,0.81,5,0.82,426
1786861123.241,eth-updown-4h-1786852800,0.08,10,0.11,282
1786861123.409,eth-updown-4h-1786852800-no,0.89,282,0.92,10
1786861123.591,sol-updown-15m-1786876200,0.5,1,0.51,85.53
1786861123.759,sol-updown-15m-1786876200-no,0.49,85.53,0.5,1
1786861123.929,sol-updown-4h-1786852800,0.09,128,0.1,5
1786861124.095,sol-updown-4h-1786852800-no,0.9,5,0.91,128
1786861124.611,xrp-updown-4h-1786852800,0.16,234,0.18,57
1786861124.782,xrp-updown-4h-1786852800-no,0.82,57,0.84,234
1786861124.955,bitcoin-up-or-down-august-16-2026-2am-et,0.4,524,0.41,62
1786861125.123,bitcoin-up-or-down-august-16-2026-2am-et-no,0.59,62,0.6,524
1786861125.840,btc-updown-4h-1786852800,0.18,426,0.19,5
1786861126.086,btc-updown-4h-1786852800-no,0.81,5,0.82,426
1786861126.279,eth-updown-4h-1786852800,0.08,10,0.11,282
1786861126.514,eth-updown-4h-1786852800-no,0.89,282,0.92,10
1786861126.673,sol-updown-15m-1786876200,0.5,1,0.51,85.53
1786861127.542,sol-updown-15m-1786876200-no,0.49,85.53,0.5,1
1786861127.766,sol-updown-4h-1786852800,0.09,128,0.1,5
1786861128.015,sol-updown-4h-1786852800-no,0.9,5,0.91,128
1786861128.493,xrp-updown-4h-1786852800,0.16,234,0.18,57
1786861128.676,xrp-updown-4h-1786852800-no,0.82,57,0.84,234
1786861128.942,bitcoin-up-or-down-august-16-2026-2am-et,0.46,20,0.47,225.68
1786861129.111,bitcoin-up-or-down-august-16-2026-2am-et-no,0.53,202.68,0.54,388.69
1786861129.818,btc-updown-4h-1786852800,0.18,426,0.19,5
1786861129.983,btc-updown-4h-1786852800-no,0.81,5,0.82,426
1786861130.155,eth-updown-4h-1786852800,0.08,10,0.11,282
1786861130.346,eth-updown-4h-1786852800-no,0.89,282,0.92,10
1786861130.514,sol-updown-15m-1786876200,0.5,1,0.51,85.53
1786861130.705,sol-updown-15m-1786876200-no,0.49,85.53,0.5,1
1786861130.870,sol-updown-4h-1786852800,0.09,128,0.1,5
1786861131.043,sol-updown-4h-1786852800-no,0.9,5,0.91,128
1786861131.535,xrp-updown-4h-1786852800,0.17,6,0.18,57
1786861131.744,xrp-updown-4h-1786852800-no,0.82,57,0.83,6
1786861131.945,bitcoin-up-or-down-august-16-2026-2am-et,0.46,330,0.47,269.68
1786861132.104,bitcoin-up-or-down-august-16-2026-2am-et-no,0.53,144.68,0.54,330
1786861132.841,btc-updown-4h-1786852800,0.18,426,0.19,5
1786861133.001,btc-updown-4h-1786852800-no,0.81,5,0.82,426
1786861133.163,eth-updown-4h-1786852800,0.08,10,0.11,282
1786861133.327,eth-updown-4h-1786852800-no,0.89,282,0.92,10
1786861133.488,sol-updown-15m-1786876200,0.5,1,0.51,85.53
1786861133.670,sol-updown-15m-1786876200-no,0.49,85.53,0.5,1
1786861133.830,sol-updown-4h-1786852800,0.09,128,0.1,5
1786861133.995,sol-updown-4h-1786852800-no,0.9,5,0.91,128
1786861134.477,xrp-updown-4h-1786852800,0.16,134,0.18,57
1786861134.651,xrp-updown-4h-1786852800-no,0.82,57,0.84,134
1786861134.817,bitcoin-up-or-down-august-16-2026-2am-et,0.46,330,0.47,167.68
1786861134.989,bitcoin-up-or-down-august-16-2026-2am-et-no,0.53,167.68,0.54,330
1786861135.868,btc-updown-4h-1786852800,0.18,426,0.19,5
1786861136.035,btc-updown-4h-1786852800-no,0.81,5,0.82,426
1786861136.191,eth-updown-4h-1786852800,0.08,10,0.11,282
1786861136.348,eth-updown-4h-1786852800-no,0.89,282,0.92,10
1786861136.514,sol-updown-15m-1786876200,0.5,1,0.51,85.53
1786861136.668,sol-updown-15m-1786876200-no,0.49,85.53,0.5,1
1786861136.826,sol-updown-4h-1786852800,0.09,128,0.1,5
1786861136.985,sol-updown-4h-1786852800-no,0.9,5,0.91,128
1786861137.490,xrp-updown-4h-1786852800,0.17,6,0.18,57
1786861137.646,xrp-updown-4h-1786852800-no,0.82,57,0.84,84
1786861137.808,bitcoin-up-or-down-august-16-2026-2am-et,0.46,330,0.47,290.67
1786861137.974,bitcoin-up-or-down-august-16-2026-2am-et-no,0.54,431,0.55,93
1786861138.867,btc-updown-4h-1786852800,0.18,426,0.19,5
1786861139.029,btc-updown-4h-1786852800-no,0.81,5,0.82,426
1786861139.191,eth-updown-4h-1786852800,0.08,10,0.11,282
1786861139.347,eth-updown-4h-1786852800-no,0.89,282,0.92,10
1786861139.512,sol-updown-15m-1786876200,0.5,1,0.51,85.53
1786861139.674,sol-updown-15m-1786876200-no,0.49,85.53,0.5,1
1786861139.839,sol-updown-4h-1786852800,0.09,128,0.1,6
1786861140.000,sol-updown-4h-1786852800-no,0.9,6,0.91,128
1786861140.498,xrp-updown-4h-1786852800,0.14,50,0.15,6
1786861140.669,xrp-updown-4h-1786852800-no,0.85,6,0.86,50
1786861140.839,bitcoin-up-or-down-august-16-2026-2am-et,0.45,5,0.46,418
1786861140.999,bitcoin-up-or-down-august-16-2026-2am-et-no,0.54,438,0.55,5
1786861141.840,btc-updown-4h-1786852800,0.18,426,0.19,5
1786861142.005,btc-updown-4h-1786852800-no,0.81,5,0.82,426
1786861142.168,eth-updown-4h-1786852800,0.08,10,0.11,282
1786861142.331,eth-updown-4h-1786852800-no,0.89,282,0.92,10
1786861142.496,sol-updown-15m-1786876200,0.5,1,0.51,85.53
1786861142.660,sol-updown-15m-1786876200-no,0.49,85.53,0.5,1
1786861142.830,sol-updown-4h-1786852800,0.09,128,0.1,6
1786861142.985,sol-updown-4h-1786852800-no,0.9,6,0.91,128
1786861143.457,xrp-updown-4h-1786852800,0.15,50,0.17,6
1786861143.654,xrp-updown-4h-1786852800-no,0.83,6,0.85,50
1786861143.813,bitcoin-up-or-down-august-16-2026-2am-et,0.45,5,0.46,390
1786861143.979,bitcoin-up-or-down-august-16-2026-2am-et-no,0.54,390,0.55,5
1786861144.851,btc-updown-4h-1786852800,0.18,426,0.19,5
1786861145.016,btc-updown-4h-1786852800-no,0.81,5,0.82,426
1786861145.187,eth-updown-4h-1786852800,0.08,10,0.11,282
1786861145.355,eth-updown-4h-1786852800-no,0.89,282,0.92,10
1786861145.556,sol-updown-15m-1786876200,0.5,1,0.51,85.53
1786861145.721,sol-updown-15m-1786876200-no,0.49,85.53,0.5,1
1786861145.884,sol-updown-4h-1786852800,0.09,128,0.1,6
1786861146.104,sol-updown-4h-1786852800-no,0.9,6,0.91,128
1786861146.625,xrp-updown-4h-1786852800,0.15,50,0.16,6
1786861146.808,xrp-updown-4h-1786852800-no,0.84,6,0.85,50
1786861146.978,bitcoin-up-or-down-august-16-2026-2am-et,0.45,5,0.46,390
1786861147.179,bitcoin-up-or-down-august-16-2026-2am-et-no,0.54,390,0.55,5
1786861147.837,btc-updown-4h-1786852800,0.18,426,0.19,5
1786861147.999,btc-updown-4h-1786852800-no,0.81,5,0.82,426
1786861148.160,eth-updown-4h-1786852800,0.08,10,0.11,282
1786861148.325,eth-updown-4h-1786852800-no,0.89,282,0.92,10
1786861148.495,sol-updown-15m-1786876200,0.5,1,0.51,85.53
1786861148.655,sol-updown-15m-1786876200-no,0.49,85.53,0.5,1
1786861148.808,sol-updown-4h-1786852800,0.09,128,0.1,6
1786861148.972,sol-updown-4h-1786852800-no,0.9,6,0.91,128
1786861149.485,xrp-updown-4h-1786852800,0.15,50,0.16,6
1786861149.645,xrp-updown-4h-1786852800-no,0.84,6,0.85,50
1786861149.806,bitcoin-up-or-down-august-16-2026-2am-et,0.45,5,0.46,390
1786861149.961,bitcoin-up-or-down-august-16-2026-2am-et-no,0.54,390,0.55,5
1786861150.844,btc-updown-4h-1786852800,0.16,420,0.17,6
1786861150.999,btc-updown-4h-1786852800-no,0.83,6,0.84,420
1786861151.578,eth-updown-4h-1786852800,0.06,20,0.1,258
1786861151.735,eth-updown-4h-1786852800-no,0.9,252,0.94,20
1786861151.891,sol-updown-15m-1786876200,0.5,1,0.51,85.53
1786861152.051,sol-updown-15m-1786876200-no,0.49,85.53,0.5,1
1786861152.220,sol-updown-4h-1786852800,0.09,128,0.1,6
1786861152.378,sol-updown-4h-1786852800-no,0.9,6,0.91,128
1786861152.868,xrp-updown-4h-1786852800,0.13,150,0.14,6
1786861153.054,xrp-updown-4h-1786852800-no,0.86,6,0.87,150
1786861153.227,bitcoin-up-or-down-august-16-2026-2am-et,0.38,47,0.4,175
1786861153.382,bitcoin-up-or-down-august-16-2026-2am-et-no,0.6,175,0.62,75
1786861154.040,btc-updown-4h-1786852800,0.15,420,0.18,26
1786861154.200,btc-updown-4h-1786852800-no,0.82,26,0.85,420
1786861154.375,eth-updown-4h-1786852800,0.06,20,0.1,258
1786861154.534,eth-updown-4h-1786852800-no,0.9,258,0.94,20
1786861154.694,sol-updown-15m-1786876200,0.5,1,0.51,85.53
1786861154.860,sol-updown-15m-1786876200-no,0.49,85.53,0.5,1
1786861155.020,sol-updown-4h-1786852800,0.09,50,0.1,6
1786861155.226,sol-updown-4h-1786852800-no,0.9,6,0.91,50
1786861155.720,xrp-updown-4h-1786852800,0.13,150,0.14,6
1786861155.886,xrp-updown-4h-1786852800-no,0.86,6,0.87,150
1786861156.049,bitcoin-up-or-down-august-16-2026-2am-et,0.38,83,0.39,145
1786861156.216,bitcoin-up-or-down-august-16-2026-2am-et-no,0.61,145,0.62,83
1786861157.046,btc-updown-4h-1786852800,0.17,6,0.18,26
1786861157.206,btc-updown-4h-1786852800-no,0.82,26,0.83,6
1786861157.373,eth-updown-4h-1786852800,0.06,30,0.1,258
1786861157.528,eth-updown-4h-1786852800-no,0.9,258,0.94,30
1786861157.694,sol-updown-15m-1786876200,0.5,1,0.51,85.53
1786861157.902,sol-updown-15m-1786876200-no,0.49,85.53,0.5,1
1786861158.056,sol-updown-4h-1786852800,0.09,50,0.1,6
1786861158.222,sol-updown-4h-1786852800-no,0.9,6,0.91,50
1786861158.729,xrp-updown-4h-1786852800,0.13,150,0.14,6
1786861158.888,xrp-updown-4h-1786852800-no,0.86,6,0.87,150
1786861159.047,bitcoin-up-or-down-august-16-2026-2am-et,0.38,195,0.39,145
1786861159.201,bitcoin-up-or-down-august-16-2026-2am-et-no,0.61,153,0.62,195
1786861160.053,btc-updown-4h-1786852800,0.17,6,0.18,20
1786861160.213,btc-updown-4h-1786852800-no,0.82,20,0.83,6
1786861160.386,eth-updown-4h-1786852800,0.06,10,0.09,258
1786861160.572,eth-updown-4h-1786852800-no,0.91,258,0.94,10
1786861160.740,sol-updown-15m-1786876200,0.5,1,0.51,85.53
1786861160.906,sol-updown-15m-1786876200-no,0.49,85.53,0.5,1
1786861161.062,sol-updown-4h-1786852800,0.09,50,0.1,6
